"edad";"tiene_telefono_fijo";"pago_telefono_fijo";"tiene_compu_laptop_o_tablet";"frecuencia_compu_laptop_o_tablet_dias_semana";"uso_equipo_1";"uso_equipo_2";"uso_equipo_3";"uso_equipo_4";"uso_equipo_5";"tiene_televisor";"mira_en_tv_1";"mira_en_tv_2";"mira_en_tv_3";"mira_en_tv_4";"tiene_tv_cable";"tiene_tv_satelital";"tiene_radio";"tipo_internet";"uso_conexion_internet_1";"uso_conexion_internet_2";"uso_conexion_internet_3";"uso_conexion_internet_4";"uso_conexion_internet_5";"uso_conexion_internet_6";"tiene_celular";"uso_celular_1";"uso_celular_2";"uso_celular_3";"uso_celular_4";"uso_celular_5";"uso_celular_6";"uso_celular_7";"plan_celular_pre_post";"empresa_plan_celular";"sistema_operativo_celular";"internet_en_celular";"uso_internet_celular_1";"uso_internet_celular_2";"uso_internet_celular_3";"uso_internet_celular_4";"uso_internet_celular_5";"uso_internet_celular_6";"uso_internet_celular_7";"uso_internet_celular_8";"uso_internet_celular_9";"dias_semana_uso_internet_prom";"info_buscada_inter_1";"info_buscada_inter_2";"info_buscada_inter_3";"info_buscada_inter_4";"info_buscada_inter_5";"info_buscada_inter_6";"info_buscada_inter_7";"info_buscada_inter_8";"paso_curso_internet";"prefiere_pasar_curso_internet";"trabaja";"trabajo_rel_tecnologia";"compro_por_internet";"vendio_oferto_por_internet";"consulto_movim_banco";"transferencia_cuentas_bancarias";"pago_por_cuenta_banco";"usa_red_social_1";"usa_red_social_2";"usa_red_social_3";"usa_red_social_4";"usa_red_social_5";"usa_red_social_6";"usa_red_social_7";"usa_red_social_8";"usar_red_social_para_1";"usar_red_social_para_2";"usar_red_social_para_3";"usar_red_social_para_4";"promedio_dias_semana_usa_red_socia";"apoyo_causa_social_politica_red_social";"confia_info_redes_sociales";"redes_sociales_influyen_temas_nacionales";"redes_sociales_influyen_temas_personales_familares";"conocio_personas_internet";"pertenece_grupo_comunidad_inter_o_rs";"usa_inter_activ_politicas";"realizo_llamada_por_internet";"usa_correo_electronico";"edad_primera_computadora";"edad_primera_internet";"sexo";"nivel_instruccion";"estado_civil";"idioma_aprendio_hablar";"categoria_ocupacional";"nivel_instruccion_jefe_hogar";"trabajo_jefe_hogar";"ingreso_mensual_prom_hogar";"agua_potable_vivienda";"alcantarillado";"energia_electrica";"lavadora";"microondas";"calefon_o_ducha";"tarjeta_credito";"casa_propia";"cantidad_banios";"automovil_particular_2012";"viaje_fuera_america_latina_familia";"nro_personas_con_quien_vive";"departamento";"tipo_localidad";"localidad"
50.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"NO";"SI";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Servicios de salud";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Otro";"Otro";"Otro";6.0;"NO";"No";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;35.0;"MUJER";"Secundaria incompleta";4.0;1.0;2.0;2.0;5.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";1.0;"NO";"NO";6.0;7.0;"Centros poblados";"El Común"
23.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Deportes";"Entretenimiento";"Otro";"Otro";"SI";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Ver videos/fotos";"Otro";7.0;"NO";"Poco";"NO";"NO";"NO";"NO";"NO";"NO";"NO";10.0;16.0;"HOMBRE";"Universidad incompleta";1.0;1.0;1.0;1.0;1.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";1.0;"NO";"NO";5.0;7.0;"Centros poblados";"El Común"
35.0;"NO";0.0;"SI";6.0;"Herramientas de trabajo";"Conectarse a internet";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Otro";"Otro";"SI";"NO";"SI";"Modem";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Trabajo";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Compartir contenidos (noticias, memes, links, mensajes)";"Informarse de otras noticias";"Informarse sobre temas politicos";"Conectarse con amigos/familiares";7.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"SI";20.0;30.0;"HOMBRE";"Educ. terciaria (FFAA, Polic�a, Normal)";2.0;1.0;2.0;5.0;5.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";1.0;"NO";"NO";3.0;7.0;"Centros poblados";"El Común"
36.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"NO";"SI";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";4.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Informarse de otras noticias";"Compartir contenidos (noticias, memes, links, mensajes)";6.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;36.0;"MUJER";"Primaria o menos";2.0;1.0;7.0;1.0;5.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";1.0;"SI";"NO";7.0;7.0;"Centros poblados";"El Común"
38.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";3.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Informarse de otras noticias";"Compartir contenidos (noticias, memes, links, mensajes)";3.0;"NO";"Masomenos";"NO";"SI";"SI";"NO";"NO";"NO";"SI";99.0;37.0;"HOMBRE";"Secundaria completa";2.0;1.0;1.0;3.0;1.0;"3.501-5.000 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";1.0;"NO";"NO";4.0;7.0;"Centros poblados";"El Común"
24.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"Otro";"POST";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Trabajo";"Redes sociales";"Correo electronico";"Otro";"Otro";"Otro";"Otro";7.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Compartir contenidos (noticias, memes, links, mensajes)";"Participar en debates";"Ver videos/fotos";6.0;"NO";"Mucho";"NO";"NO";"SI";"SI";"NO";"SI";"SI";18.0;30.0;"MUJER";"Tecnico";1.0;1.0;5.0;1.0;5.0;"3.501-5.000 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";1.0;"NO";"NO";3.0;7.0;"Centros poblados";"El Común"
50.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Escuchar musica";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Servicios de salud";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Otro";"Otro";"Otro";6.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"SI";"NO";99.0;47.0;"MUJER";"Secundaria incompleta";4.0;1.0;3.0;2.0;5.0;"Hasta 1400 Bs";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";1.0;"NO";"NO";1.0;7.0;"Centros poblados";"El Común"
47.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";3.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Conocer gente";"Otro";3.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;46.0;"MUJER";"Primaria o menos";2.0;1.0;7.0;2.0;5.0;"3.501-5.000 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"SI";"NO";6.0;7.0;"Centros poblados";"El Común"
24.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";3.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Ver videos/fotos";"Compartir contenidos (noticias, memes, links, mensajes)";3.0;"NO";"Mucho";"NO";"NO";"SI";"SI";"NO";"SI";"NO";99.0;21.0;"MUJER";"Primaria o menos";1.0;1.0;7.0;2.0;1.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";4.0;7.0;"Centros poblados";"El Común"
49.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";2.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Conocer gente";"Informarse de otras noticias";3.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;47.0;"HOMBRE";"Primaria o menos";2.0;1.0;3.0;1.0;1.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";3.0;7.0;"Centros poblados";"El Común"
25.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"SI";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";5.0;"Noticias";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Informarse de otras noticias";"Otro";5.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;99.0;"MUJER";"Secundaria completa";2.0;1.0;7.0;2.0;2.0;"1.401-3.500 Bs.";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";0.0;"NO";"NO";5.0;7.0;"Centros poblados";"El Común"
34.0;"NO";0.0;"NO";2.0;"Herramientas de trabajo";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Trabajo";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";5.0;"Noticias";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Informarse de otras noticias";"Otro";3.0;"NO";"Poco";"NO";"NO";"NO";"NO";"NO";"NO";"NO";26.0;26.0;"HOMBRE";"Secundaria completa";2.0;1.0;2.0;3.0;1.0;"Hasta 1400 Bs";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";5.0;7.0;"Centros poblados";"El Común"
48.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Otro";"Otro";"NO";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";5.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Ver videos/fotos";"Otro";2.0;"NO";"Poco";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;99.0;"HOMBRE";"Secundaria incompleta";2.0;1.0;2.0;2.0;5.0;"Hasta 1400 Bs";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";5.0;7.0;"Centros poblados";"El Común"
47.0;"NO";0.0;"SI";5.0;"Herramientas de trabajo";"Conectarse a internet";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Modem";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Trabajo";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Noticias";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Compartir contenidos (noticias, memes, links, mensajes)";"Informarse de otras noticias";"Informarse sobre temas politicos";"Conectarse con amigos/familiares";7.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"SI";22.0;26.0;"MUJER";"Universidad completa";2.0;1.0;1.0;1.0;1.0;"3.501-5.000 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";3.0;7.0;"Centros poblados";"El Común"
46.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Jugar";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";2.0;"Noticias";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conocer gente";"Conectarse con amigos/familiares";"Informarse de otras noticias";"Otro";3.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"NO";"NO";99.0;99.0;"HOMBRE";"Primaria o menos";4.0;1.0;5.0;1.0;1.0;"Hasta 1400 Bs";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";6.0;7.0;"Centros poblados";"El Común"
18.0;"NO";0.0;"NO";1.0;"Estudio";"Otro";"Otro";"Otro";"Otro";"SI";"Entretenimiento";"Otro";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Conectarse a internet";"Sacar fotos";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Escuchar musica o ver videos";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Ver videos/fotos";"Otro";7.0;"NO";"Masomenos";"NO";"NO";"SI";"NO";"NO";"NO";"NO";10.0;12.0;"MUJER";"Secundaria completa";1.0;1.0;6.0;1.0;1.0;"Hasta 1400 Bs";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";6.0;7.0;"Centros poblados";"El Común"
19.0;"NO";0.0;"NO";3.0;"Estudio";"Otro";"Otro";"Otro";"Otro";"SI";"Deportes";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Ciencia y tecnologia";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Ver videos/fotos";"Otro";7.0;"NO";"Masomenos";"NO";"NO";"SI";"NO";"NO";"NO";"NO";13.0;15.0;"HOMBRE";"Secundaria completa";1.0;1.0;6.0;1.0;1.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";0.0;"NO";"NO";4.0;7.0;"Centros poblados";"El Común"
25.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Ver noticias";"Escuchar musica o ver videos";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Informarse de otras noticias";"Otro";7.0;"NO";"Poco";"NO";"SI";"SI";"SI";"SI";"SI";"NO";15.0;18.0;"HOMBRE";"Universidad incompleta";1.0;1.0;2.0;1.0;1.0;"Hasta 1400 Bs";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";1.0;"NO";"NO";6.0;8.0;"Ciudad capital";"Trinidad"
53.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Ver videos";"Sacar fotos";"Conectarse a internet";"Otro";"Otro";"PREPAGO";"ENTEL";"NS/NR";"SI";"Contactar amigos o familiares";"Buscar informacion";"Ver noticias";"Jugar";"Otro";"Otro";"Otro";"Otro";"Otro";5.0;"Noticias";"Servicios del gobierno";"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Informarse de otras noticias";"Ver videos/fotos";5.0;"NO";"Poco";"SI";"NO";"SI";"SI";"SI";"SI";"NO";99.0;99.0;"HOMBRE";"Primaria o menos";2.0;1.0;3.0;1.0;1.0;"1.401-3.500 Bs.";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";1.0;"NO";"NO";5.0;8.0;"Ciudad capital";"Trinidad"
39.0;"SI";60.0;"SI";7.0;"Escuchar musica o videos";"Juegos";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Ver videos";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"PREPAGO";"VIVA";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Ver noticias";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";4.0;"Noticias";"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Informarse de otras noticias";"Otro";4.0;"NO";"No";"SI";"NO";"SI";"SI";"NO";"NO";"NO";30.0;37.0;"MUJER";"Secundaria incompleta";2.0;1.0;3.0;2.0;1.0;"1.401-3.500 Bs.";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";2.0;"NO";"NO";5.0;8.0;"Ciudad capital";"Trinidad"
