"edad";"tiene_telefono_fijo";"pago_telefono_fijo";"tiene_compu_laptop_o_tablet";"frecuencia_compu_laptop_o_tablet_dias_semana";"uso_equipo_1";"uso_equipo_2";"uso_equipo_3";"uso_equipo_4";"uso_equipo_5";"tiene_televisor";"mira_en_tv_1";"mira_en_tv_2";"mira_en_tv_3";"mira_en_tv_4";"tiene_tv_cable";"tiene_tv_satelital";"tiene_radio";"tipo_internet";"uso_conexion_internet_1";"uso_conexion_internet_2";"uso_conexion_internet_3";"uso_conexion_internet_4";"uso_conexion_internet_5";"uso_conexion_internet_6";"tiene_celular";"uso_celular_1";"uso_celular_2";"uso_celular_3";"uso_celular_4";"uso_celular_5";"uso_celular_6";"uso_celular_7";"plan_celular_pre_post";"empresa_plan_celular";"sistema_operativo_celular";"internet_en_celular";"uso_internet_celular_1";"uso_internet_celular_2";"uso_internet_celular_3";"uso_internet_celular_4";"uso_internet_celular_5";"uso_internet_celular_6";"uso_internet_celular_7";"uso_internet_celular_8";"uso_internet_celular_9";"dias_semana_uso_internet_prom";"info_buscada_inter_1";"info_buscada_inter_2";"info_buscada_inter_3";"info_buscada_inter_4";"info_buscada_inter_5";"info_buscada_inter_6";"info_buscada_inter_7";"info_buscada_inter_8";"paso_curso_internet";"prefiere_pasar_curso_internet";"trabaja";"trabajo_rel_tecnologia";"compro_por_internet";"vendio_oferto_por_internet";"consulto_movim_banco";"transferencia_cuentas_bancarias";"pago_por_cuenta_banco";"usa_red_social_1";"usa_red_social_2";"usa_red_social_3";"usa_red_social_4";"usa_red_social_5";"usa_red_social_6";"usa_red_social_7";"usa_red_social_8";"usar_red_social_para_1";"usar_red_social_para_2";"usar_red_social_para_3";"usar_red_social_para_4";"promedio_dias_semana_usa_red_socia";"apoyo_causa_social_politica_red_social";"confia_info_redes_sociales";"redes_sociales_influyen_temas_nacionales";"redes_sociales_influyen_temas_personales_familares";"conocio_personas_internet";"pertenece_grupo_comunidad_inter_o_rs";"usa_inter_activ_politicas";"realizo_llamada_por_internet";"usa_correo_electronico";"edad_primera_computadora";"edad_primera_internet";"sexo";"nivel_instruccion";"estado_civil";"idioma_aprendio_hablar";"categoria_ocupacional";"nivel_instruccion_jefe_hogar";"trabajo_jefe_hogar";"ingreso_mensual_prom_hogar";"agua_potable_vivienda";"alcantarillado";"energia_electrica";"lavadora";"microondas";"calefon_o_ducha";"tarjeta_credito";"casa_propia";"cantidad_banios";"automovil_particular_2012";"viaje_fuera_america_latina_familia";"nro_personas_con_quien_vive";"departamento";"tipo_localidad";"localidad"
26.0;"SI";-1.0;"SI";6.0;"Escuchar musica o videos";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Salud y educacion";"Otro";"SI";"SI";"SI";"Internet Fijo";"Contactar amigos o familiares";"Buscar informacion";"Ver noticias";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Sacar fotos";"POST";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Trabajo";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Oferta de bienes y servicios";"Oportunidades laborales";"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"Facebook";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Compartir contenidos (noticias, memes, links, mensajes)";"Conectarse con amigos/familiares";"Otro";"Otro";7.0;"NO";"Masomenos";"NO";"SI";"SI";"NO";"NO";"SI";"NO";8.0;15.0;"MUJER";"Universidad completa";1.0;1.0;4.0;7.0;1.0;"7.001-10.000 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";5.0;"SI";"NO";2.0;1.0;"Ciudad capital";"La Paz"
33.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Salud y educacion";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Trabajo";"Redes sociales";"Correo electronico";"Otro";"Otro";"Otro";"Otro";4.0;"Noticias";"Servicios de salud";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"Facebook";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Otro";"Otro";3.0;"NO";"No";"NO";"NO";"NO";"NO";"NO";"NO";"SI";13.0;16.0;"MUJER";"Universidad completa";2.0;1.0;7.0;7.0;1.0;"1.401-3.500 Bs.";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";1.0;"NO";"NO";3.0;1.0;"Ciudad capital";"La Paz"
25.0;"SI";150.0;"SI";7.0;"Herramientas de trabajo";"Escuchar musica o videos";"Juegos";"Conectarse a internet";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"SI";"Modem";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Otro";"PREPAGO";"VIVA";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Oportunidades laborales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"Facebook";"Twitter";"Whatsapp";"Telegram";"Youtube";"Snapchat";"Otro";"Otro";"Conectarse con amigos/familiares";"Informarse de otras noticias";"Ver videos/fotos";"Conocer gente";7.0;"NO";"No";"NO";"NO";"SI";"NO";"NO";"SI";"SI";13.0;13.0;"HOMBRE";"Universidad incompleta";1.0;1.0;1.0;1.0;1.0;"1.401-3.500 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";3.0;"NO";"NO";3.0;1.0;"Ciudad capital";"La Paz"
54.0;"SI";25.0;"SI";7.0;"Herramientas de trabajo";"Conectarse a internet";"Estudio";"Otro";"Otro";"SI";"Noticias";"Salud y educacion";"Entretenimiento";"Otro";"SI";"NO";"SI";"Internet Fijo";"Buscar informacion";"Descargar archivos";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Escuchar musica";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"WINDOWS";"SI";"Contactar amigos o familiares";"Buscar informacion";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Noticias";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Compartir contenidos (noticias, memes, links, mensajes)";"Otro";"Otro";1.0;"NO";"No";"NO";"NO";"NO";"NO";"NO";"NO";"NO";47.0;52.0;"HOMBRE";"Secundaria completa";2.0;1.0;1.0;3.0;1.0;"3.501-5.000 Bs.";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"SI";2.0;"NO";"NO";4.0;1.0;"Ciudad capital";"La Paz"
49.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Salud y educacion";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Conectarse a internet";"Otro";"Otro";"Otro";"PREPAGO";"VIVA";"WINDOWS";"SI";"Buscar informacion";"Escuchar musica o ver videos";"Redes sociales";"Correo electronico";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Compartir contenidos (noticias, memes, links, mensajes)";"Otro";"Otro";1.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"SI";"NO";14.0;38.0;"MUJER";"Secundaria completa";2.0;1.0;7.0;3.0;1.0;"Hasta 1400 Bs";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"NO";1.0;"NO";"NO";4.0;1.0;"Ciudad capital";"La Paz"
39.0;"NO";0.0;"NO";1.0;"Conectarse a internet";"Estudio";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Entretenimiento";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Buscar informacion";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Noticias";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Informarse de otras noticias";"Ver videos/fotos";"Otro";"Otro";1.0;"SI";"No";"NO";"NO";"SI";"NO";"NO";"SI";"SI";18.0;25.0;"HOMBRE";"Secundaria completa";2.0;1.0;2.0;3.0;2.0;"1.401-3.500 Bs.";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"SI";4.0;"SI";"NO";3.0;1.0;"Ciudad capital";"La Paz"
18.0;"NO";0.0;"NO";1.0;"Conectarse a internet";"Estudio";"Otro";"Otro";"Otro";"SI";"Noticias";"Entretenimiento";"Otro";"Otro";"NO";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Sacar fotos";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Descargar archivos";"Redes sociales";"Correo electronico";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Ciencia y tecnologia";"Entretenimiento o farandula";"Educativa";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Youtube";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Informarse de otras noticias";"Otro";"Otro";7.0;"SI";"Masomenos";"SI";"NO";"SI";"NO";"NO";"SI";"SI";7.0;8.0;"MUJER";"Secundaria completa";1.0;1.0;6.0;1.0;2.0;"Hasta 1400 Bs";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";1.0;"NO";"NO";3.0;1.0;"Ciudad capital";"La Paz"
45.0;"SI";17.0;"SI";7.0;"Herramientas de trabajo";"Juegos";"Estudio";"Otro";"Otro";"SI";"Entretenimiento";"Otro";"Otro";"Otro";"SI";"SI";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Escuchar musica o ver videos";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";1.0;"Servicios de salud";"Turismo";"Educativa";"Arte y cultura";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"SI";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Otro";"Otro";"Otro";1.0;"NO";"No";"SI";"NO";"NO";"SI";"NO";"NO";"NO";35.0;40.0;"HOMBRE";"Secundaria completa";2.0;1.0;2.0;3.0;2.0;"1.401-3.500 Bs.";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"SI";2.0;"NO";"NO";5.0;1.0;"Ciudad capital";"La Paz"
30.0;"NO";0.0;"SI";7.0;"Herramientas de trabajo";"Juegos";"Conectarse a internet";"Estudio";"Otro";"SI";"Noticias";"Otro";"Otro";"Otro";"NO";"NO";"SI";"Modem";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Sacar fotos";"PREPAGO";"VIVA";"ANDROID";"SI";"Contactar amigos o familiares";"Descargar archivos";"Jugar";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Ciencia y tecnologia";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Informarse de otras noticias";"Otro";"Otro";7.0;"NO";"Masomenos";"NO";"NO";"NO";"NO";"NO";"SI";"SI";23.0;25.0;"MUJER";"Tecnico";2.0;1.0;3.0;7.0;3.0;"Hasta 1400 Bs";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";2.0;"NO";"NO";6.0;1.0;"Ciudad capital";"La Paz"
18.0;"SI";19.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Salud y educacion";"Otro";"Otro";"Otro";"SI";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Escuchar musica";"Ver videos";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"VIVA";"ANDROID";"SI";"Buscar informacion";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Servicios de salud";"Ciencia y tecnologia";"Educativa";"Arte y cultura";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Instagram";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Otro";"Otro";"Otro";7.0;"NO";"Poco";"NO";"NO";"NO";"NO";"SI";"NO";"NO";17.0;17.0;"MUJER";"Tecnico";2.0;1.0;7.0;4.0;1.0;"1.401-3.500 Bs.";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"SI";1.0;"SI";"NO";4.0;1.0;"Ciudad capital";"La Paz"
23.0;"SI";389.0;"SI";7.0;"Herramientas de trabajo";"Escuchar musica o videos";"Conectarse a internet";"Otro";"Otro";"SI";"Deportes";"Entretenimiento";"Otro";"Otro";"SI";"NO";"SI";"Modem";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Otro";"POST";"TIGO";"ANDROID";"SI";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Ciencia y tecnologia";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Facebook";"Twitter";"Whatsapp";"Instagram";"Youtube";"Skype";"Snapchat";"Otro";"Ver videos/fotos";"Conectarse con amigos/familiares";"Compartir contenidos (noticias, memes, links, mensajes)";"Otro";7.0;"NO";"Masomenos";"NO";"SI";"NO";"SI";"NO";"SI";"SI";8.0;10.0;"HOMBRE";"Universidad incompleta";1.0;1.0;1.0;7.0;1.0;"10.000-14.000Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";3.0;"SI";"NO";6.0;1.0;"Ciudad capital";"La Paz"
30.0;"NO";0.0;"SI";7.0;"Herramientas de trabajo";"Juegos";"Otro";"Otro";"Otro";"SI";"Entretenimiento";"Otro";"Otro";"Otro";"NO";"NO";"SI";"Internet Fijo";"Fines academicos";"Trabajo";"Jugar";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"POST";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Trabajo";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Ciencia y tecnologia";"Negocios";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Hacer negocios";"Ver videos/fotos";"Comprar o vender productos";"Otro";7.0;"SI";"No";"NO";"NO";"SI";"SI";"NO";"SI";"SI";7.0;10.0;"HOMBRE";"Postgrado";2.0;1.0;3.0;8.0;1.0;"3.501-5.000 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";1.0;"NO";"SI";5.0;1.0;"Ciudad capital";"La Paz"
65.0;"SI";25.0;"SI";5.0;"Herramientas de trabajo";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"No mira";"Otro";"NO";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Fines academicos";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";3.0;"Ciencia y tecnologia";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";;"NO";"NS/NR";"NO";"NO";"NO";"NO";"NO";"NO";"SI";30.0;35.0;"HOMBRE";"Universidad completa";2.0;1.0;1.0;7.0;1.0;"1.401-3.500 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";2.0;"NO";"NO";6.0;1.0;"Ciudad capital";"La Paz"
19.0;"NO";0.0;"SI";5.0;"Estudio";"Otro";"Otro";"Otro";"Otro";"SI";"Entretenimiento";"Otro";"Otro";"Otro";"SI";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Escuchar musica";"Juegos";"Conectarse a internet";"Otro";"Otro";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Compartir contenidos (noticias, memes, links, mensajes)";"Otro";7.0;"NO";"Masomenos";"NO";"NO";"SI";"NO";"NO";"SI";"SI";12.0;12.0;"MUJER";"Secundaria completa";1.0;1.0;6.0;3.0;1.0;"1.401-3.500 Bs.";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"SI";1.0;"NO";"NO";3.0;1.0;"Ciudad capital";"La Paz"
14.0;"SI";-1.0;"SI";4.0;"Escuchar musica o videos";"Juegos";"Conectarse a internet";"Estudio";"Otro";"SI";"Deportes";"Entretenimiento";"Otro";"Otro";"NO";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Sacar fotos";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Jugar";"Escuchar musica o ver videos";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Youtube";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Compartir contenidos (noticias, memes, links, mensajes)";"Otro";"Otro";3.0;"NO";"No";"NO";"NO";"NO";"NO";"NO";"NO";"NO";8.0;8.0;"HOMBRE";"Secundaria incompleta";1.0;1.0;6.0;7.0;1.0;"3.501-5.000 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";3.0;"NO";"NO";7.0;1.0;"Ciudad capital";"La Paz"
41.0;"NO";0.0;"NO";0.0;"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Entretenimiento";"Otro";"Otro";"Otro";"SI";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"SI";"Contactar amigos o familiares";"Descargar archivos";"Escuchar musica o ver videos";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";3.0;"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Conocer gente";"Ver videos/fotos";"Otro";3.0;"NO";"Poco";"NO";"NO";"NO";"NO";"NO";"NO";"SI";15.0;20.0;"MUJER";"Universidad incompleta";2.0;1.0;1.0;6.0;1.0;"3.501-5.000 Bs.";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";2.0;"NO";"NO";4.0;1.0;"Ciudad capital";"La Paz"
33.0;"NO";0.0;"SI";4.0;"Herramientas de trabajo";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Otro";"Otro";"Otro";"NO";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"TIGO";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Descargar archivos";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"Whatsapp";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Informarse de otras noticias";"Otro";"Otro";7.0;"NO";"Poco";"NO";"NO";"NO";"NO";"NO";"SI";"SI";10.0;28.0;"MUJER";"Tecnico";2.0;1.0;1.0;7.0;1.0;"3.501-5.000 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";2.0;"NO";"NO";4.0;1.0;"Ciudad capital";"La Paz"
21.0;"SI";-1.0;"SI";1.0;"Herramientas de trabajo";"Escuchar musica o videos";"Juegos";"Conectarse a internet";"Otro";"SI";"Entretenimiento";"Otro";"Otro";"Otro";"SI";"NO";"SI";"Internet Fijo";"Trabajo";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Escuchar musica";"Ver videos";"Juegos";"Conectarse a internet";"Sacar fotos";"PREPAGO";"ENTEL";"ANDROID";"SI";"Buscar informacion";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Entretenimiento o farandula";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Facebook";"Whatsapp";"Instagram";"Snapchat";"Otro";"Otro";"Otro";"Otro";"Ver videos/fotos";"Conectarse con amigos/familiares";"Participar en debates";"Otro";7.0;"SI";"No";"NO";"NO";"NO";"SI";"SI";"SI";"NO";14.0;14.0;"MUJER";"Secundaria completa";1.0;1.0;6.0;7.0;1.0;"5.001-7.000 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";2.0;"NO";"NO";5.0;1.0;"Ciudad capital";"La Paz"
57.0;"SI";480.0;"SI";3.0;"Herramientas de trabajo";"Otro";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Otro";"Otro";"NO";"NO";"NO";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Otro";"Otro";"Otro";"Otro";"Otro";"PREPAGO";"ENTEL";"ANDROID";"NO";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";2.0;"Noticias";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";;"NO";"NS/NR";"NO";"NO";"NO";"NO";"SI";"NO";"SI";27.0;27.0;"HOMBRE";"Educ. terciaria (FFAA, Polic�a, Normal)";2.0;1.0;3.0;5.0;1.0;"5.001-7.000 Bs.";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"SI";2.0;"NO";"NO";4.0;1.0;"Ciudad capital";"La Paz"
27.0;"SI";98.0;"SI";2.0;"Conectarse a internet";"Estudio";"Otro";"Otro";"Otro";"SI";"Noticias";"Deportes";"Salud y educacion";"Otro";"NO";"NO";"SI";"Ninguno";"Otro";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"Llamadas telefonias";"Mensajes de texto SMS";"Conectarse a internet";"Sacar fotos";"Otro";"Otro";"Otro";"AMBOS";"VIVA";"ANDROID";"SI";"Contactar amigos o familiares";"Buscar informacion";"Fines academicos";"Redes sociales";"Otro";"Otro";"Otro";"Otro";"Otro";7.0;"Noticias";"Oportunidades laborales";"Educativa";"Otro";"Otro";"Otro";"Otro";"Otro";"SI";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"Facebook";"Whatsapp";"Instagram";"Otro";"Otro";"Otro";"Otro";"Otro";"Conectarse con amigos/familiares";"Ver videos/fotos";"Apoyar alguna causa o demanda social";"Informarse de otras noticias";3.0;"NO";"No";"NO";"NO";"NO";"SI";"SI";"NO";"SI";8.0;13.0;"MUJER";"Universidad completa";1.0;1.0;1.0;7.0;1.0;"7.001-10.000 Bs.";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";3.0;"NO";"NO";6.0;1.0;"Ciudad capital";"La Paz"
